
English,Chinese Meanings,pos,word_with_pos,check_status,suggested_zh,notes
substantiate,證實；證明工；打擊,v.,substantiate (v.),OK,,
substitute,代替人；代,n.,substitute (n.),OK,,
subtract,減去；去掉,n.,subtract (n.),OK,,
subway,地下鐵,n.,subway (n.),OK,,
succeed,成功；繼任,v.,succeed (v.),OK,,
success,成功；成功；成就,n.,success (n.),OK,,
such as,諸如；例如,phr.,such as (phr.),OK,,
sugar,糖類,n.,sugar (n.),OK,,
suggest,建議提交；呈遞；主張,n.,suggest (n.),OK,,
suggestion,建議；意見,n.,suggestion (n.),OK,,
suit,西裝；套裝；西裝；套；副,n.,suit (n.),OK,,
suitable,合適的；適當的；合適,adj.,suitable (adj.),OK,,
suitcase,小型旅行箱；,n.,suitcase (n.),OK,,
suite,套房；隨從,n.,suite (n.),OK,,
sum,總數；總和總贊助的面的；外觀的顯露；呈現結,adj.,sum (adj.),OK,,
summarize,作總結；,v.,summarize (v.),OK,,
summary,摘要,n.,summary (n.),OK,,
summer,夏季,n.,summer (n.),OK,,
superb,堂皇的；宏偉,adj.,superb (adj.),OK,,
superior,優越；較高的；上,adj.,superior (adj.),OK,,
supervise,監督；管理,v.,supervise (v.),OK,,
supervisor,管理人；,n.,supervisor (n.),OK,,
supervisory,管理,n.,supervisory (n.),OK,,
supplement,增補，補,n.,supplement (n.),OK,,
supplementary,增補的；補充的,adj.,supplementary (adj.),OK,,
supplier,供應者,n.,supplier (n.),OK,,
supply,供應量；供給；供應供給；供應,adv.,supply (adv.),OK,,
support,支持；支持；擁護支持；擁護浮,n.,support (n.),OK,,
supportive,支援的；,adj.,supportive (adj.),OK,,
suppose,猜想；猜想；以為,n.,suppose (n.),OK,,
sure,確信的,adj.,sure (adj.),OK,,
surely,確實；無疑,adv.,surely (adv.),OK,,
surf,衝浪,n.,surf (n.),OK,,
surface,表面；面；表面表的,adj.,surface (adj.),OK,,
surfing,衝浪,v.,surfing (v.),OK,,
surmise,推測；猜測推測；猜測的,adj.,surmise (adj.),OK,,
surplus,剩餘物；順差過剩的；剩餘的級的；高傲的,adj.,surplus (adj.),OK,,
surprise,驚喜；驚訝驚喜；意外（員）的,v.,surprise (v.),OK,,
surprising,出乎意料的;驚訝的,adj.,surprising (adj.),OK,,
surrounding,周圍；附近的；四周的,adj.,surrounding (adj.),OK,,
survey,問卷調查；指導者充；副刊；調查；鑑定,n.,survey (n.),OK,,
survival,生存,adj.,survival (adj.),OK,,
survive,生存；生存；生還,adj.,survive (adj.),OK,,
susceptible,易被感動,adj.,susceptible (adj.),OK,,
suspect,懷疑；不信任,n.,suspect (n.),OK,,
suspend,懸掛；使飄的；敏感的,adj.,suspend (adj.),OK,,
suspicion,懷疑,n.,suspicion (n.),OK,,
suspicious,可疑的,adj.,suspicious (adj.),OK,,
sustain,支撐；承受,n.,sustain (n.),OK,,
sweater,毛線衣,n.,sweater (n.),OK,,
swift,快速的；快捷的,adj.,swift (adj.),OK,,
swim,游泳,v.,swim (v.),OK,,
switch,開關；轉換改變；轉移,n.,switch (n.),OK,,
symbolize,象徵,v.,symbolize (v.),OK,,
sympathetic,同情的,adj.,sympathetic (adj.),OK,,
sympathize,同情；憐憫,v.,sympathize (v.),OK,,
sympathy,同情；同情心,n.,sympathy (n.),OK,,
symposium,討論會；,n.,symposium (n.),OK,,
synthesis,綜合體；綜,n.,synthesis (n.),OK,,
syrup,糖漿,n.,syrup (n.),OK,,
system,制度；體制,n.,system (n.),OK,,
systematically,有系,adv.,systematically (adv.),OK,,
t,合身；適合適合的；健康的；得益；受惠利益；好處；得益；獲益利潤；盈利,adj.,t (adj.),OK,,
table,有利的；贏利的,adj.,table (adj.),OK,,
tackle,著手；交涉,n.,tackle (n.),OK,,
tactful,機智的；圓滑的,adj.,tactful (adj.),OK,,
tactic,戰術；策略,adj.,tactic (adj.),OK,,
tag,標籤；牌子；標籤添加；附加,n.,tag (n.),OK,,
tailor,裁縫師,n.,tailor (n.),OK,,
take,拿取；拿；取；獲得,v.,take (v.),OK,,
take a look,注視；瞧瞧,phr.,take a look (phr.),OK,,
take into account,斟酌,phr.,take into account (phr.),OK,,
take place,發生；舉行,phr.,take place (phr.),OK,,
take up,佔用,phr.,take up (phr.),OK,,
takeout,外賣；外賣的,adj.,takeout (adj.),OK,,
takeover,接管,n.,takeover (n.),OK,,
talent,天賦,n.,talent (n.),OK,,
talk,講話；談話講話；談話,n.,talk (n.),OK,,
talkative,健談的；多嘴的；健談的,adj.,talkative (adj.),OK,,
tangible,明確的；確鑿的,adj.,tangible (adj.),OK,,
tank,貯水池；坦克,n.,tank (n.),OK,,
tap,閥門；塞子接通；,n.,tap (n.),OK,,
tape,膠布；錄音帶錄音,n.,tape (n.),OK,,
target,靶子；目標對準,n.,target (n.),OK,,
task,任務；工作,n.,task (n.),OK,,
taste,味覺；味道吃起來；嚐起來；味覺；滋味,n.,taste (n.),OK,,
tax,稅金課稅；課稅,n.,tax (n.),OK,,
team,隊伍；組別,n.,team (n.),OK,,
tear,撕開；撕裂眼淚；淚珠；眼淚,n.,tear (n.),OK,,
tease,戲弄；逗弄戲弄；逗弄,n.,tease (n.),OK,,
technicality,專門性；學術性,n.,technicality (n.),OK,,
technically,技術上,adv.,technically (adv.),OK,,
technician,技術人員；技師,n.,technician (n.),OK,,
technique,技巧；技術；技法；技術,n.,technique (n.),OK,,
technological,技術性；技術（學）的,adj.,technological (adj.),OK,,
technology,技術；科,n.,technology (n.),OK,,
teenager,青少年,n.,teenager (n.),OK,,
tell,告知,v.,tell (v.),OK,,
temper,情緒；性情；,n.,temper (n.),OK,,
temperature,溫度,n.,temperature (n.),OK,,
temporarily,暫時,adv.,temporarily (adv.),OK,,
temporary,臨時的；暫,adj.,temporary (adj.),OK,,
tenant,房客；承租人,n.,tenant (n.),OK,,
tender,嫩的；柔軟的,adj.,tender (adj.),OK,,
tennis,網球,n.,tennis (n.),OK,,
tense,緊張的；拉緊的,adj.,tense (adj.),OK,,
tension,拉緊；繃緊,n.,tension (n.),OK,,
tentative,試驗性的；嘗試的遍布處處；始終,adj.,tentative (adj.),OK,,
tenure,佔有；佔有權,n.,tenure (n.),OK,,
term,期；期限；任期；術語,n.,term (n.),OK,,
terminal,末端的；終點,adj.,terminal (adj.),OK,,
terminology,術語，專門用語,n.,terminology (n.),OK,,
terrible,可怕的；嚇人的,adj.,terrible (adj.),OK,,
territory,領土；版圖；緊緊地,adv.,territory (adv.),OK,,
test,測驗；檢查,n.,test (n.),OK,,
testify,作證；證實,v.,testify (v.),OK,,
testimonial,證明書；推薦書,adj.,testimonial (adj.),OK,,
the departed,離去,phr.,the departed (phr.),OK,,
theater,劇場；戲院,n.,theater (n.),OK,,
think,認為；思考,v.,think (v.),OK,,
thirst,口渴,n.,thirst (n.),OK,,
thorough,徹底的；完,adj.,thorough (adj.),OK,,
thoroughness,徹底；完全時的,adj.,thoroughness (adj.),OK,,
though,雖然；儘管,n.,though (n.),OK,,
thought,思維；思考；思維；觀念,n.,thought (n.),OK,,
thread,線狀物；頭緒,n.,thread (n.),OK,,
threat,威脅；恐嚇,n.,threat (n.),OK,,
thrive,興旺；繁榮,adj.,thrive (adj.),OK,,
throughout,遍及；拉緊；繃緊,n.,throughout (n.),OK,,
throw away,丟棄,phr.,throw away (phr.),OK,,
thus,如此；這樣,n.,thus (n.),OK,,
ticket,票；券,n.,ticket (n.),OK,,
tide,湖水,n.,tide (n.),OK,,
tie,束縛；約束；平手,n.,tie (n.),OK,,
tight,牢固的；緊身的的終點；末站；航廈,adj.,tight (adj.),OK,,
time,時間；時間；時光測,n.,time (n.),OK,,
timeliness,及時；適時,n.,timeliness (n.),OK,,
timetable,時刻表,adj.,timetable (adj.),OK,,
tired,疲倦的,adj.,tired (adj.),OK,,
tissue paper,面紙,phr.,tissue paper (phr.),OK,,
titl,標題；題目加標題於領地,adv.,titl (adv.),OK,,
tnes,健康；適當,n.,tnes (n.),OK,,
toast,土司,n.,toast (n.),OK,,
together,結合；共同,n.,together (n.),OK,,
token,標記；標誌；象徵象徵性的,adj.,token (adj.),OK,,
toll,使用費；通行費,n.,toll (n.),OK,,
tool,工具；器具；運輸,n.,tool (n.),OK,,
tooth／teeth,牙齒,n.,tooth／teeth (n.),OK,,
top,頂部；山頂；最高,n.,top (n.),OK,,
topic,主題；要旨,adj.,topic (adj.),OK,,
toss,折騰,n.,toss (n.),OK,,
total,總計的；總括的總數,adj.,total (adj.),OK,,
tough,強硬,n.,tough (n.),OK,,
tour,旅遊；遊覽旅遊；遊覽,n.,tour (n.),OK,,
tourist,遊客,n.,tourist (n.),OK,,
tow,拖；拉；牽引拖；財富,n.,tow (n.),OK,,
town,鎮；市鎮,n.,town (n.),OK,,
track,行蹤；軌道跟,n.,track (n.),OK,,
trade,交易；營業額；貿易的；貿易；交易交,adj.,trade (adj.),OK,,
tradition,傳統習俗,n.,tradition (n.),OK,,
traditional,傳統；傳統的蹤；追蹤,adj.,traditional (adj.),OK,,
traffic,交通,adj.,traffic (adj.),OK,,
tragedy,悲劇,n.,tragedy (n.),OK,,
trail,拖；曳；跟蹤的,adj.,trail (adj.),OK,,
training,培訓；鍛鍊,v.,training (v.),OK,,
transact,處置；執行,n.,transact (n.),OK,,
transaction,交易；執行,n.,transaction (n.),OK,,
transfer,轉換；調動,n.,transfer (n.),OK,,
transform,改造,n.,transform (n.),OK,,
translate,翻譯,v.,translate (v.),OK,,
transport,運輸,n.,transport (n.),OK,,
trash,垃圾；廢物；垃圾,n.,trash (n.),OK,,
travel,旅行；旅遊；移動,n.,travel (n.),OK,,
traveler,旅客；旅行者；旅客,n.,traveler (n.),OK,,
treasure,金銀財寶；程度最高的；最優良的加蓋；勝過,adj.,treasure (adj.),OK,,
treat,對待；處理請客；看待；處理,n.,treat (n.),OK,,
treatment,對待；治療,n.,treatment (n.),OK,,
treaty,條約；協定,n.,treaty (n.),OK,,
tremendous,巨大；巨大的；極大的拉；牽引,adj.,tremendous (adj.),OK,,
trend,趨勢,n.,trend (n.),OK,,
trial,試驗；審問試驗的；審訊的,adj.,trial (adj.),OK,,
triangle,三角形,n.,triangle (n.),OK,,
tribal,部落的；種族的換,adj.,tribal (adj.),OK,,
tribe,部落；種族,n.,tribe (n.),OK,,
tribute,進貢,n.,tribute (n.),OK,,
triumph,勝利,n.,triumph (n.),OK,,
trivial,瑣細的；不重要,adj.,trivial (adj.),OK,,
tropical,熱帶,adj.,tropical (adj.),OK,,
trouble,麻煩,n.,trouble (n.),OK,,
truly,真誠地；忠實地,adv.,truly (adv.),OK,,
trust,信任；信賴信任；信賴小道；痕跡,n.,trust (n.),OK,,
trustee,受託管理人,n.,trustee (n.),OK,,
try,嘗試,n.,try (n.),OK,,
tune in,在調,phr.,tune in (phr.),OK,,
turnover,翻倒；翻轉,n.,turnover (n.),OK,,
twice,兩次；兩回；兩倍,n.,twice (n.),OK,,
two-sided,兩邊的；兩面的,phr.,two-sided (phr.),OK,,
type,類型；類型；型式作為…的典型；打字,n.,type (n.),OK,,
typical,典型的；有代表性的,adj.,typical (adj.),OK,,
typo,筆誤U,n.,typo (n.),Possible error,筆誤,English letters present in Chinese meaning; extra trailing characters
uctuate,波動；變動,v.,uctuate (v.),OK,,
uctuation,波動；變,n.,uctuation (n.),OK,,
uence,影響；作用,n.,uence (n.),OK,,
uency,流暢,n.,uency (n.),OK,,
uent,流暢的；順暢的,adj.,uent (adj.),OK,,
ultimate,最後的；最終的終極；結局,adj.,ultimate (adj.),OK,,
ultimately,終極地,adv.,ultimately (adv.),OK,,
ultra,偏激的；過分的,adj.,ultra (adj.),OK,,
unable,不能的；不會的,adj.,unable (adj.),OK,,
unacceptable,無法接,adj.,unacceptable (adj.),OK,,
unaccountable,無法,adj.,unaccountable (adj.),OK,,
unaccustomed,不習慣的；不熟悉的,adj.,unaccustomed (adj.),OK,,
unauthorized,未被授,v.,unauthorized (v.),OK,,
unaware,未察覺到的,adj.,unaware (adj.),OK,,
unbalance,使失去平,n.,unbalance (n.),OK,,
unbeatable,打不垮的,adj.,unbeatable (adj.),OK,,
unbiased,無偏見的,adj.,unbiased (adj.),OK,,
uncertain,不確定的,adj.,uncertain (adj.),OK,,
uncertainty,不確定性,n.,uncertainty (n.),OK,,
unconventional,非傳統的,adj.,unconventional (adj.),OK,,
underestimate,低估,v.,underestimate (v.),OK,,
undergo,經歷,n.,undergo (n.),OK,,
underground,地下的；不公開的,adj.,underground (adj.),OK,,
underline,強調；使突,n.,underline (n.),OK,,
understand,了解；理解；理解；同情,v.,understand (v.),OK,,
understatement,不充分的陳述；保守的陳述的；身分不明的意外地；突然地,adj.,understatement (adj.),OK,,
underway,在進行中的,adj.,underway (adj.),OK,,
undesirable,不良的,adj.,undesirable (adj.),OK,,
unexpectedly,居然,adv.,unexpectedly (adv.),OK,,
unfair,不公平的,adj.,unfair (adj.),OK,,
unfavorable,不利的,adj.,unfavorable (adj.),OK,,
unforeseen,預料之外的,adj.,unforeseen (adj.),OK,,
unfortunately,不幸地,adv.,unfortunately (adv.),OK,,
uniform,制服相同的；一致的像的；想不到的,adj.,uniform (adj.),OK,,
unify,統一；聯合,v.,unify (v.),OK,,
unimaginable,難以想衡,adj.,unimaginable (adj.),OK,,
union,結合；合併,n.,union (n.),OK,,
unique,獨特的；獨特的；難得的,adj.,unique (adj.),OK,,
uniquely,獨特地,adv.,uniquely (adv.),OK,,
uniqueness,獨特,n.,uniqueness (n.),OK,,
unit,單位；單元,n.,unit (n.),OK,,
unite,使聯合；統一,n.,unite (n.),OK,,
university,大學,n.,university (n.),OK,,
unless,除……外,adj.,unless (adj.),OK,,
unlimited,無限制的；的,adj.,unlimited (adj.),OK,,
unlock,開啟；揭開,n.,unlock (n.),OK,,
unnecessary,不必要,n.,unnecessary (n.),OK,,
unplug,拔出,n.,unplug (n.),OK,,
unpredictable,不可預知的,adj.,unpredictable (adj.),OK,,
unsanitary,不衛生的；,adj.,unsanitary (adj.),OK,,
unsatisfactory,不滿意的,adj.,unsatisfactory (adj.),OK,,
upcoming,即將來臨的,adj.,upcoming (adj.),OK,,
update,使現代化；更在…上面在…之上；的；更新,v.,update (v.),OK,,
upgrade,升級；升職；提高；提升,n.,upgrade (n.),OK,,
upset,煩惱,n.,upset (n.),OK,,
upwards,向上地；朝上,adv.,upwards (adv.),OK,,
urban,城市的,adj.,urban (adj.),OK,,
urbanize,使都市化,v.,urbanize (v.),OK,,
urgent,急促的；急的；緊急的；迫切的,adj.,urgent (adj.),OK,,
use,使用,n.,use (n.),OK,,
useful,有用的；有價值；有益的,adj.,useful (adj.),OK,,
useless,無用的；無價值的無約束的,adj.,useless (adj.),OK,,
usual,通常的；平常的,adj.,usual (adj.),OK,,
usually,通常地；通常地；慣常,adv.,usually (adv.),OK,,
utilization,利用,n.,utilization (n.),OK,,
utilize,利用；利用有礙健康的,adj.,utilize (adj.),OK,,
ux,湧進；匯集,n.,ux (n.),OK,,
v,烤肉；燒烤使平衡,n.,v (n.),OK,,
v accountable,應負責任的；可說明的附屬的；輔助的,phr.,v accountable (phr.),OK,,
v bankruptcy,破產；倒閉政）援助,phr.,v bankruptcy (phr.),OK,,
v brilliant,光輝的；明亮,phr.,v brilliant (phr.),OK,,
v coverage,覆蓋；覆蓋範圍的墮落；腐化用；成本,phr.,v coverage (phr.),OK,,
v cuisine,烹飪；烹調法；,phr.,v cuisine (phr.),OK,,
v lock,鎖鎖上,phr.,v lock (phr.),OK,,
v productivity,生產力；生產率,phr.,v productivity (phr.),OK,,
v scan,細看；審視掃描；細看搜查；搜尋險的,phr.,v scan (phr.),OK,,
v sight,視覺；景象；觀,phr.,v sight (phr.),OK,,
v submit,屈從；忍受；隸屬的部下；部屬相稱；彼此協調,phr.,v submit (phr.),OK,,
vacancy,空白；空缺,n.,vacancy (n.),OK,,
vacant,空的；空著的新,adj.,vacant (adj.),OK,,
vacation,假期；休假,n.,vacation (n.),OK,,
vaccinate,注射疫苗升級；上坡,v.,vaccinate (v.),OK,,
vaccination,疫苗接種upo,n.,vaccination (n.),Possible error,疫苗接種,English letters present in Chinese meaning
vain,愛虛榮的；自負,adj.,vain (adj.),OK,,
valid,有根據的；確鑿,adj.,valid (adj.),OK,,
validat,使有效；使生,n.,validat (n.),OK,,
valuable,有價值的,adj.,valuable (adj.),OK,,
value,價值,n.,value (n.),OK,,
van,廂型車；小貨車,n.,van (n.),OK,,
vandalize,任意破壞,v.,vandalize (v.),OK,,
variable,易變的；多變,adj.,variable (adj.),OK,,
variation,變動；差異,n.,variation (n.),OK,,
variety,品種；多樣化；變化,n.,variety (n.),OK,,
various,不同的；各種；各種,adj.,various (adj.),OK,,
vary,使不同；變更,n.,vary (n.),OK,,
vas,廣闊的；浩瀚的,adj.,vas (adj.),OK,,
vast,廣大,n.,vast (n.),OK,,
vegetable,蔬菜,adj.,vegetable (adj.),OK,,
vegetarian,素食主義；素食主義者,n.,vegetarian (n.),OK,,
vehicle,運載工具；手段；運輸工具,n.,vehicle (n.),OK,,
veil,面紗；面罩掩飾；遮蓋,n.,veil (n.),OK,,
vend,出售；販賣,n.,vend (n.),OK,,
vendor,小販；攤販,n.,vendor (n.),OK,,
venture,冒險事業；投機活動冒險,n.,venture (n.),OK,,
verify,證明；證實,v.,verify (v.),OK,,
versatile,多才多藝的；的,adj.,versatile (adj.),OK,,
version,版本；說法,n.,version (n.),OK,,
vessel,船；艦；血管,n.,vessel (n.),OK,,
vet,獸醫,n.,vet (n.),OK,,
via,透過；憑藉,n.,via (n.),OK,,
viable,有望成功的；切,adj.,viable (adj.),OK,,
vice,緊緊夾住(=ise),n.,vice (n.),Possible error,緊緊夾住(=),English letters present in Chinese meaning
vice president,副首長,phr.,vice president (phr.),OK,,
vice versa,反之亦然,phr.,vice versa (phr.),OK,,
victim,受害者；受害者；犧牲者多功能的的各樣的實可行的,adj.,victim (adj.),OK,,
video conference,視訊會議,phr.,video conference (phr.),OK,,
video game,電視遊戲,phr.,video game (phr.),OK,,
viewpoint,觀點；視角,n.,viewpoint (n.),OK,,
vinegar,食用醋,n.,vinegar (n.),OK,,
violation,違反；違背,n.,violation (n.),OK,,
violet,紫羅蘭,n.,violet (n.),OK,,
viral marketing,病毒式行銷,phr.,viral marketing (phr.),OK,,
virtual,虛擬的,adj.,virtual (adj.),OK,,
virus,病毒,n.,virus (n.),OK,,
visibility,能見度；明顯,n.,visibility (n.),OK,,
visible,可看見的；清晰的,adj.,visible (adj.),OK,,
vision,視力,n.,vision (n.),OK,,
visit,參觀；訪視,n.,visit (n.),OK,,
visitor,參觀者；訪視者,n.,visitor (n.),OK,,
visual,可被看見的；視覺的；視覺的,adj.,visual (adj.),OK,,
vita,生命的；充滿活力,adj.,vita (adj.),OK,,
vital,重要,adj.,vital (adj.),OK,,
vivid,生動的；活潑的,adj.,vivid (adj.),OK,,
vocabulary,單字；字,n.,vocabulary (n.),OK,,
voice,聲音,n.,voice (n.),OK,,
volatile,易揮發的；易變的,adj.,volatile (adj.),OK,,
volcano,火山,n.,volcano (n.),OK,,
volleyball,憑證,n.,volleyball (n.),OK,,
volunteer,志願者；志願者，義工自願,n.,volunteer (n.),OK,,
voucher,憑證；票券；證人,n.,voucher (n.),OK,,
voyage,航海；航行航海；航行,n.,voyage (n.),OK,,
wage,蔬菜；進行；從事,n.,wage (n.),OK,,
wagon,運貨馬車,n.,wagon (n.),OK,,
waist,腰；腰部,n.,waist (n.),OK,,
wait,等候；等；等待等待,n.,wait (n.),OK,,
waiter,服務生,n.,waiter (n.),OK,,
waitress,女服務生之,n.,waitress (n.),OK,,
waive,放棄；撤回,adj.,waive (adj.),OK,,
wallet,皮夾,n.,wallet (n.),OK,,
wallpaper,壁紙,n.,wallpaper (n.),OK,,
warehouse,倉庫庫房,n.,warehouse (n.),OK,,
warm,溫暖的；暖和的,adj.,warm (adj.),OK,,
warm up,熱身,phr.,warm up (phr.),OK,,
warn,警告；告誡,n.,warn (n.),OK,,
warning,警告；告誡,v.,warning (v.),OK,,
warranty,保證；擔保,n.,warranty (n.),OK,,
waste,浪費；濫用,n.,waste (n.),OK,,
watch,看守，監視；手錶觀看；注視,n.,watch (n.),OK,,
wave,海浪；浪潮揮手；飄揚,n.,wave (n.),OK,,
waver,搖擺；搖晃動搖,n.,waver (n.),OK,,
way,道路,n.,way (n.),OK,,
weak,弱的；虛弱的,adj.,weak (adj.),OK,,
wealth,財產；資源,n.,wealth (n.),OK,,
wear,穿戴；磨損,v.,wear (v.),OK,,
website,網址,n.,website (n.),OK,,
wedding,婚禮,v.,wedding (v.),OK,,
weekend,週末,n.,weekend (n.),OK,,
weekly,每週,adv.,weekly (adv.),OK,,
weight,重量；體重,n.,weight (n.),OK,,
welcome,迎接,n.,welcome (n.),OK,,
well,順利地；不錯,adv.,well (adv.),OK,,
