English,Chinese Meanings,pos,word_with_pos,check_status,suggested_zh,notes,ecdict_zh,ecdict_pos
steady,穩固的；平穩的使穩固；使穩定,adj.,steady (adj.),OK,,,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的\nvt. 使稳定, 使坚定\nvi. 变为沉着, 稳固",
steam,蒸汽；水蒸汽滯的,adj.,steam (adj.),OK,,,"n. 蒸汽, 精力\na. 蒸汽的\nvi. 蒸发, 行驶, 发怒\nvt. 蒸, 煮, 散发",
stem,起源於；攔住；阻擋莖，樹幹,n.,stem (n.),OK,,,"n. 茎, 干, 柄, 船首, 血统, 堵塞物\nvt. 摘掉茎, 装柄于, 阻止, 堵住, 逆行\nvi. 堵住, 逆行",
stick,枝條；棒狀物黏貼；堅持；固守,n.,stick (n.),OK,,,"n. 棍, 棒, 刺, 枯枝, 茎, 条状物\nvt. 插进, 刺入, 钉住, 伸出, 粘贴, 停止\nvi. 粘住, 停留, 坚持, 陷住, 伸出",
stock,股票；進貨；庫存品；股票存的,adj.,stock (adj.),OK,,,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目\na. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的\nvt. 装把手于, 进货, 备有, 放牧\nvi. 出新芽, 备货, 囤积",
storage,儲藏；保管；貯藏；保管,n.,storage (n.),OK,,,"n. 存储器, 储藏, 保管, 库存, 仓库\n[计] 存放处; 存储",
store,店舖；貯存貯存,n.,store (n.),OK,,,"n. 商店, 贮藏, 仓库, 备用品, 存储器\nvt. 储存, 贮藏, 供给\nvi. 贮藏\na. 贮藏的, 现成的\n[计] 存储器操作; 存储",
storm,暴風雨；爆發；激動,n.,storm (n.),OK,,,"n. 暴风雨, 骚动, 风波, 风暴, 猛攻\nvi. 起风, 猛冲, 怒吼\nvt. 猛攻",
stormy,暴風雨的；暴躁的橫衝直撞；猛衝；起風暴身分,adj.,stormy (adj.),OK,,,"a. 暴风雨的, 粗暴的, 激烈的",
storyline,故事；情節,n.,storyline (n.),OK,,,n. 故事情节,
stout,頑強的；牢固的；,adj.,stout (adj.),OK,,,a. 结实的；矮胖的；勇敢的；激烈的\nn. 矮胖子；烈性啤酒,
straight,筆直的；正直,adj.,straight (adj.),OK,,,"n. 直线, 直\na. 直的, 笔直的, 正直的, 直接的, 连续的, 整齐的\nadv. 直接地, 立即, 不断地",
straightforward,徑直的；簡單的坦率地；直截了當地動搖的,adj.,straightforward (adj.),OK,,,"a. 笔直的, 率直的, 明确的, 简单的, 直接的",
strange,不可思議的,adj.,strange (adj.),OK,,,"a. 奇怪的, 陌生的, 生疏的, 不熟悉的, 不可思议的, 外行的, 外地的, 异乡的",
stranger,陌生人,n.,stranger (n.),OK,,,"n. 陌生人, 门外汉\n[法] 局外人, 非当事人, 第三者",
strategy,戰略；策略；計謀,n.,strategy (n.),OK,,,"n. 战略, 策略\n[经] 战略, 策略",
straw,稻草；吸管,n.,straw (n.),OK,,,"n. 稻草, 麦管, 吸管, 一文不值的东西, 草帽\na. 稻草的, 稻草色的, 琐碎的, 无价值的",
stream,小河；溪流流；流動,n.,stream (n.),OK,,,"n. 水流, 小河, 流出, 趋势, 人潮\nvt. 流出, 流动, 展开\nvi. 流, 涌, 飘扬\n[计] 流",
streamline,流線型的,adj.,streamline (adj.),OK,,,"n. 流线, 流线型\nvt. 使成流线型, 使合理化",
strength,力氣；實力；實力,n.,strength (n.),OK,,,"n. 力量, 实力, 强度, 浓度, 人数, 抵抗力\n[化] 强度",
strengthen,增強；改善；增強；鞏,v.,strengthen (v.),OK,,,"vt. 加强, 变坚固\nvi. 变强, 股票上涨",
stress,壓力；緊張；壓力；緊張；著,n.,stress (n.),OK,,,"n. 压力, 紧迫, 强调, 重音, 重点, 应力\nvt. 加压力于, 着重, 重读",
stretch,伸直；展開，曲解牛,n.,stretch (n.),OK,,,"n. 伸展, 张开, 连绵, 一段路, 一段时间\na. 可伸缩的, 弹性的\nvt. 伸展, 张开, 曲解, 使过度伸展\nvi. 伸展, 延伸\n[计] 伸展",
strict,嚴厲的,adj.,strict (adj.),OK,,,"a. 严厉的, 绝对的, 详尽的, 严格的, 精确的\n[法] 严格的, 精确的, 绝对的",
strike,打擊；攻擊罷；罷工,v.,strike (v.),OK,,,"n. 罢工, 打击, 殴打\nvt. 打, 撞击, 冲击, 侵袭, 取消, 结算, 打掉, 罢工, 刺透, 使生根, 遇见\nvi. 打, 打击, 抓, 罢工, 搏动, 触礁, 敲, 响, 穿透, 打动",
strive,力爭；苦幹；努力,adj.,strive (adj.),OK,,,"vi. 努力, 奋斗, 斗争",
strong,健壯的；結實的,adj.,strong (adj.),OK,,,"a. 强壮的, 坚固的, 坚强的, 强烈的, 有力的, 优良的\nadv. 强劲地, 有力地, 猛烈地",
structure,結構構造,n.,structure (n.),OK,,,"n. 结构, 构造, 建筑物\nvt. 构成, 组织",
struggle,鬥爭,n.,struggle (n.),OK,,,"n. 斗争, 努力, 奋斗\nvi. 努力, 奋斗, 挣扎",
study,學習；研究學；讀書,n.,study (n.),OK,,,"n. 学习, 研究, 学科, 论文, 求学, 书房, 试作\nvt. 学习, 读书, 研究, 考虑, 计划\nvi. 学习, 思索",
style,風格；作風；風格；款式,n.,style (n.),OK,,,"n. 风格, 时尚, 文体, 风度, 字体, 类型\nvt. 称呼, (根据新款式)设计, 使合潮流\nn. 风格, 样式\n[计] 风格, 样式",
subject,主題；學科；主題；題目易受…；易患…,n.,subject (n.),OK,,,"n. 科目, 主题, 臣民, 主语, 题目, (事物的)经受者, 学科, 受治疗者, 原因, 理由\na. 服从的, 易患...的, 隶属的, 受支配的\nadv. 在...条件下\nvt. 使隶属, 使受到\n[计] 主题, 主体",
subjectively,主觀地替物代替代替的分的,adj.,subjectively (adj.),OK,,,adv. 主观地；臆想地；[心]内省地,
submission,屈服；聽從,n.,submission (n.),OK,,,"n. 屈服, 服从, 谦恭, 呈递, 提交, 意见\n[经] 提交, 提出, 提交公断",
submit,服從；提交,n.,submit (n.),OK,,,"vt. 使服从, 使受到, 委托, 提交, 认为\nvi. 屈服, 服从",
subordinate,次要的；,adj.,subordinate (adj.),OK,,,"n. 属下, 附属物\na. 下级的, 次要的, 附属的\nvt. 使居下位, 使服从",
subscribe,訂閱；同意,n.,subscribe (n.),OK,,,"vt. 捐献, 签署\nvi. 赞成, 同意, 捐款, 预订, 认购\n[计] 订阅",
subscription,訂閱；同,n.,subscription (n.),OK,,,"n. 捐献, 订金, 订阅, 签署, 同意\n[化] 订购",
subside,消退；平息；,n.,subside (n.),OK,,,"vi. 沉淀, 沉降, 平息",
subsidiary,輔助的；附帶的堅固的,adj.,subsidiary (adj.),OK,,,"n. 子公司, 附件, 辅助者\na. 辅助的, 次要的, 津贴的",
subsidize,補助；資助,v.,subsidize (v.),OK,,,"vt. 补助, 资助, 贿赂\n[经] 资助, 津贴, 给...补助金",
subsidy,津貼；補貼,n.,subsidy (n.),OK,,,"n. 补助金, 津贴\n[经] 补助金, 津贴, 补贴",
substantial,真實的；意強度,adj.,substantial (adj.),OK,,,"n. 重要材料(或事物), 有实际价值的东西\na. 实质上的, 物质的, 有内容的, 结实的",
substantiate,證實；證明工；打擊,v.,substantiate (v.),OK,,,"vt. 使实体化, 证实\n[经] 确证",
substitute,代替人；代,n.,substitute (n.),OK,,,"n. 代理, 代理人, 代用品, 代替者, 代替物\nvt. 代替\nvi. 替代, 取代, 代用\na. 代替的, 代用的, 代用品的\n[计] 置换; 替代",
subtract,減去；去掉,n.,subtract (n.),OK,,,"vt. 减去, 扣掉, 减少\nvi. 做减法\n[计] 减",
subway,地下鐵,n.,subway (n.),OK,,,"n. 地铁, 地道\nvi. 乘地铁",
succeed,成功；繼任,v.,succeed (v.),OK,,,"vi. 成功, 继承, 继续\nvt. 继承, 接替",
success,成功；成功；成就,n.,success (n.),OK,,,"n. 成功, 成就, 胜利",
such as,諸如；例如,phr.,such as (phr.),OK,,,"例如..., 像这种的",
sugar,糖類,n.,sugar (n.),OK,,,"n. 糖, 糖块, 甜言蜜语\nvt. 加糖于, 使甜蜜, 粉饰, 美化\nvi. 制成糖",
suggest,建議提交；呈遞；主張,n.,suggest (n.),OK,,,"vt. 提议, 建议, 促成, 暗示, 启发, 使人想起\n[法] 建议, 提出, 提议",
suggestion,建議；意見,n.,suggestion (n.),OK,,,"n. 提议, 意见\n[医] 暗示",
suit,西裝；套裝；西裝；套；副,n.,suit (n.),OK,,,"n. 套装, 诉讼, 请求, 起诉, 套, 组\nvt. 适合, 使适应\nvi. 合适, 相称",
suitable,合適的；適當的；合適,adj.,suitable (adj.),OK,,,"a. 适当的, 相配的\n[法] 合适的, 适宜的, 适当的",
suitcase,小型旅行箱；,n.,suitcase (n.),OK,,,n. 手提箱,
suite,套房；隨從,n.,suite (n.),OK,,,"n. 随员, 套房, (一)组, (一)套, 组曲, 继之而来的事\n[电] 程序组",
sum,總數；總和總贊助的面的；外觀的顯露；呈現結,adj.,sum (adj.),OK,,,"n. 总数, 总和, 金额, 概要, 顶点\nvt. 总计, 概括\nvi. 合计\n[计] 系统实用程序和维护",
summarize,作總結；,v.,summarize (v.),OK,,,"v. 概述, 总结",
summary,摘要,n.,summary (n.),OK,,,"n. 摘要, 概要\na. 摘要的, 简略的\n[计] 摘要; 概要",
summer,夏季,n.,summer (n.),OK,,,"n. 夏季, 全盛时期\nvi. 避暑, 过夏天\n[计] 加法器",
superb,堂皇的；宏偉,adj.,superb (adj.),OK,,,"a. 极度的, 华丽的, 极好的",
superior,優越；較高的；上,adj.,superior (adj.),OK,,,"n. 长者, 占优势的人, 上级\na. 上级的, 出众的, 高傲的",
supervise,監督；管理,v.,supervise (v.),OK,,,"v. 监督, 管理, 指导",
supervisor,管理人；,n.,supervisor (n.),OK,,,"n. 管理者, 监督者, 指导者, 视导员\n[计] 管理程序",
supervisory,管理,n.,supervisory (n.),OK,,,"a. 管理的, 监督的, 管理人的\n[经] 监督的, 管理的",
supplement,增補，補,n.,supplement (n.),OK,,,"n. 补充物, 增刊, 补充, 补遗, 补编, 附录, 补角\nvt. 补充, 增补",
supplementary,增補的；補充的,adj.,supplementary (adj.),OK,,,"a. 补足的, 补充的, 追加的\n[经] 追加的, 补充的, 增补的",
supplier,供應者,n.,supplier (n.),OK,,,"n. 供应者, 供给国, 供应商\n[化] 承制厂; 供应厂商",
supply,供應量；供給；供應供給；供應,adv.,supply (adv.),OK,,,"n. 补给, 供给, 供应品\nvt. 补给, 供给, 提供, 补充\nvi. 替代",
support,支持；支持；擁護支持；擁護浮,n.,support (n.),OK,,,"n. 支持, 支撑, 援助, 供养, 支撑物\nvt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实\n[计] 后援; 支持",
supportive,支援的；,adj.,supportive (adj.),OK,,,"a. 支撑, 支承, 资助, 赞助, 支援, 经受, 忍受, 扶养, 证实, 鼓励, 维持, 伴奏",
suppose,猜想；猜想；以為,n.,suppose (n.),OK,,,"vt. 推想, 假设, 以为, 想像, 假定\nvi. 料想",
sure,確信的,adj.,sure (adj.),OK,,,"a. 确信, 必然的, 必定的\nadv. 当然, 确实地, 无疑地",
surely,確實；無疑,adv.,surely (adv.),OK,,,"adv. 的确地, 安全地\n[经] 保证, 保证人, 保证金",
surf,衝浪,n.,surf (n.),OK,,,"n. 海浪, 拍岸浪\nvi. 作冲浪运动",
surface,表面；面；表面表的,adj.,surface (adj.),OK,,,"n. 面, 表面, 水面, 外表, 平面\na. 表面的, 外观的, 肤浅的, 水面上的\nvt. 使成平面, 使浮出水面\nvi. 浮出水面, 呈现, 在地面上工作",
surfing,衝浪,v.,surfing (v.),OK,,,n. 冲浪运动,
surmise,推測；猜測推測；猜測的,adj.,surmise (adj.),OK,,,"n. 推测, 猜测\nv. 推测, 臆测",
surplus,剩餘物；順差過剩的；剩餘的級的；高傲的,adj.,surplus (adj.),OK,,,"n. 剩余, 过剩, 盈余\na. 过剩的, 剩余的",
surprise,驚喜；驚訝驚喜；意外（員）的,v.,surprise (v.),OK,,,"n. 惊奇, 奇袭, 诧异\nvt. 使惊奇, 撞见, 奇袭",
surprising,出乎意料的;驚訝的,adj.,surprising (adj.),OK,,,a. 令人惊讶的,
surrounding,周圍；附近的；四周的,adj.,surrounding (adj.),OK,,,n. 环境\na. 周围的,
survey,問卷調查；指導者充；副刊；調查；鑑定,n.,survey (n.),OK,,,"n. 纵览, 视察, 测量, 俯瞰, 调查\nvt. 审视, 视察, 俯瞰, 通盘考虑\nvi. 测量土地",
survival,生存,adj.,survival (adj.),OK,,,"n. 生存, 残存, 幸存者\na. 赖以生存的",
survive,生存；生存；生還,adj.,survive (adj.),OK,,,"vt. 比...活得长, 生存, 生还, 幸免于\nvi. 活下来, 幸存",
susceptible,易被感動,adj.,susceptible (adj.),OK,,,"a. 易受影响的, 易感动的, 容许...的\n[法] 易感的, 易受影响的, 容许",
suspect,懷疑；不信任,n.,suspect (n.),OK,,,"n. 被怀疑者, 嫌疑犯\na. 令人怀疑的, 不可信的, 可疑的\nv. 怀疑, 猜想",
suspend,懸掛；使飄的；敏感的,adj.,suspend (adj.),OK,,,"vt. 悬, 吊, 使悬浮, 暂停, 中止, 推迟\nvi. 暂停, 中止, 悬浮, 停止偿付债务\n[计] 暂停",
suspicion,懷疑,n.,suspicion (n.),OK,,,"n. 怀疑, 觉察, 嫌疑\n[法] 怀疑, 疑心, 嫌疑",
suspicious,可疑的,adj.,suspicious (adj.),OK,,,"a. 可疑的, 多疑的, 怀疑的\n[法] 怀疑的, 令人怀疑的, 可疑的",
sustain,支撐；承受,n.,sustain (n.),OK,,,"vt. 承受, 支持, 供养, 继续, 忍受, 蒙受, 证实, 准许\n[电] 持续",
sweater,毛線衣,n.,sweater (n.),OK,,,"n. 毛衣, 毛线衫, 运动衫, 出汗者\n[化] 发汗器",
swift,快速的；快捷的,adj.,swift (adj.),OK,,,"n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒\na. 迅速的, 快的, 敏捷的, 立刻的\nadv. 迅速地, 敏捷地",
swim,游泳,v.,swim (v.),OK,,,"n. 游泳, 漂浮, 潮流, 眩晕\nvi. 游泳, 游, 漂浮, 浸, 覆盖, 充溢, 大量拥有, 旋转, 眩晕\nvt. 游过, 使浮起",
switch,開關；轉換改變；轉移,n.,switch (n.),OK,,,"n. 开关, 电闸, 转换, 软枝, 鞭子, 道岔\nvt. 转变, 切换, 摆动, 转换, 使转轨\nvi. 转换, 变换, 摆动\n[计] 开关; 翻转; 转移",
symbolize,象徵,v.,symbolize (v.),OK,,,"vt. 符号化, 用符号表现\nvi. 采用象征, 使用符号",
sympathetic,同情的,adj.,sympathetic (adj.),OK,,,"a. 有同情心的, 合意的, 赞成的\nn. 交感神经, 容易感受的人",
sympathize,同情；憐憫,v.,sympathize (v.),OK,,,"vi. 同情, 怜悯, 同意, 体谅",
sympathy,同情；同情心,n.,sympathy (n.),OK,,,"n. 同情, 赞同, 怜悯, 慰问, 吊唁\n[医] 交感[作用], 同感[作用], 感应, 同情",
symposium,討論會；,n.,symposium (n.),OK,,,"n. 讨论会, 座谈会, 专题报告会, 专题论文集",
synthesis,綜合體；綜,n.,synthesis (n.),OK,,,"n. 综合, 组织, 综合体\n[化] 合成",
syrup,糖漿,n.,syrup (n.),OK,,,"n. 糖浆, 果汁\n[化] 糖浆剂",
system,制度；體制,n.,system (n.),OK,,,"n. 系统, 体系, 制度, 方式, 秩序, 分类原则\n[计] 系统; 体制; 体系",
systematically,有系,adv.,systematically (adv.),OK,,,"adv. 有系统地, 有组织地, 有条理地",
t,合身；適合適合的；健康的；得益；受惠利益；好處；得益；獲益利潤；盈利,adj.,t (adj.),OK,,,"[计] 表, 终端, 测试, 磁道, 树, 真, 太, 万亿\n[医] 温度, 胸的, 胸廓的, 眼球内压, 眼压, 垓, 千京, 兆兆",
table,有利的；贏利的,adj.,table (adj.),OK,,,"n. 桌子, 餐桌, 工作台, 铭文, 表格, 表, 高原, 平地层\nvt. 搁置, 嵌合, 制表, 把...列入议事日程\n[计] 表格, 模拟运算表",
tackle,著手；交涉,n.,tackle (n.),OK,,,"n. 工具, 复滑车, 滑车, 装备, 扭倒\nvt. 固定, 处理, 抓住\nvi. 扭倒",
tactful,機智的；圓滑的,adj.,tactful (adj.),OK,,,"a. 机智的, 老练的",
tactic,戰術；策略,adj.,tactic (adj.),OK,,,"n. 一项战术, 一条策略\na. 战术的, 顺序的, 排列的",
tag,標籤；牌子；標籤添加；附加,n.,tag (n.),OK,,,"n. 标签, 附属物, 碎片, 结束语, 口头禅, 附加语, 浑名, 标记, 标记符\nvt. 附以签条, 尾随, 添饰, 起浑名, 连接\nvi. 紧紧跟随\n[计] 标记",
tailor,裁縫師,n.,tailor (n.),OK,,,"n. 裁缝, 成衣匠\nvt. 缝制, 制作, 使适应\nvi. 做裁缝",
take,拿取；拿；取；獲得,v.,take (v.),OK,,,"vt. 拿, 取, 抓, 带领, 获得, 就座, 接受, 吃, 吸引, 采取, 乘, 需要, 花费\nvi. 吃掉对方棋子, 抓住, 起作用, 依法获得财产\nn. 拿, 取, 收成, 奏效",
take a look,注視；瞧瞧,phr.,take a look (phr.),OK,,,看一看,
take into account,斟酌,phr.,take into account (phr.),OK,,,"重视, 考虑",
take place,發生；舉行,phr.,take place (phr.),OK,,,发生,
take up,佔用,phr.,take up (phr.),OK,,,"拿起, 开始从事, 继续, 接纳, 吸收, 占据, 拘捕, 承兑, 认购, 绷紧\n[经] 付清, 承兑(汇票), 认购(债券等)",
takeout,外賣；外賣的,adj.,takeout (adj.),OK,,,"n. 取出的东西\na. 向搭档示意而非为惩罚对方的, 供顾客带出外吃的",
takeover,接管,n.,takeover (n.),OK,,,"n. 接管, 接收\n[经] 接收",
talent,天賦,n.,talent (n.),OK,,,"n. 天才, 才能, 有才干的人, 天资",
talk,講話；談話講話；談話,n.,talk (n.),OK,,,"n. 谈话, 交谈, 会谈, 讲话, 演讲, 空谈, 谣言, 方言, 语言\nvi. 讲话, 演讲, 说话, 谈话, 交流, 闲聊, 说闲话\nvt. 讲, 说, 讨论, 谈论\n[计] 对话类, 聊天",
talkative,健談的；多嘴的；健談的,adj.,talkative (adj.),OK,,,"a. 喜欢说话的, 饶舌的, 多嘴的",
tangible,明確的；確鑿的,adj.,tangible (adj.),OK,,,"n. 可触知的东西, 有形资产\na. 可触摸的, 有实体的, 非相像的, 有形的, 明确的",
tank,貯水池；坦克,n.,tank (n.),OK,,,"n. 槽, 箱, 柜, 罐, 池塘, 储水池, 坦克\nvt. 储于箱中",
tap,閥門；塞子接通；,n.,tap (n.),OK,,,"n. 轻打, 水龙头\nvt. 轻打, 轻敲, 敲打出, 选择, 装上嘴子, 使流出, 开发, 分接, 向...乞讨\nvi. 轻叩, 轻拍, 啪塔啪塔地走\n[计] 接头",
tape,膠布；錄音帶錄音,n.,tape (n.),OK,,,"n. 带子, 录音带, 磁带, 窄带, 卷尺\nvt. 以带子绑起, 测量, 录音\n[计] 带",
target,靶子；目標對準,n.,target (n.),OK,,,"n. 目标, 靶子, 指标\nvt. 对准, 订指标",
task,任務；工作,n.,task (n.),OK,,,"n. 工作, 任务, 作业, 困难的工作\nvt. 派给...工作, 使辛劳\n[计] 任务",
taste,味覺；味道吃起來；嚐起來；味覺；滋味,n.,taste (n.),OK,,,"n. 味道, 品味, 味觉, 感受, 体验, 爱好, 审美, 少量\nvt. 尝, 察觉...的味道, 体会\nvi. 品尝, 察觉味道, 有某种味道",
tax,稅金課稅；課稅,n.,tax (n.),OK,,,"n. 税, 税款, 重负, 会费\nvt. 课以税, 使负重荷, 斥责",
team,隊伍；組別,n.,team (n.),OK,,,"n. 队, 组\nvt. 把马(牛)套在同一辆车上, 把...编成一组\nvi. 驾驶卡车, 协作",
tear,撕開；撕裂眼淚；淚珠；眼淚,n.,tear (n.),OK,,,"n. 泪滴, 眼泪, 撕, 扯, 裂缝, 激怒, 飞奔\nvi. 流泪, 撕破, 赶快, 飞奔, 被撕破\nvt. 撕裂, 戳破, 拉掉, 撕掉, 使分裂, 使精神不安, 折磨",
tease,戲弄；逗弄戲弄；逗弄,n.,tease (n.),OK,,,"n. 揶揄, 戏弄, 逗惹\nvt. 戏弄, 取笑, 强求, 梳理, 使起毛",
technicality,專門性；學術性,n.,technicality (n.),OK,,,"n. 专门性, 学术性, 技术的使用\n[法] 专门的事项, 细节, 用语",
technically,技術上,adv.,technically (adv.),OK,,,"adv. 技术上, 学术上, 专门地",
technician,技術人員；技師,n.,technician (n.),OK,,,n. 技师\n[化] 技师,
technique,技巧；技術；技法；技術,n.,technique (n.),OK,,,"n. 技巧, 技术, 方法\n[化] 工艺方法; 技巧",
technological,技術性；技術（學）的,adj.,technological (adj.),OK,,,"a. 技术的\n[经] 工艺的, 技术的",
technology,技術；科,n.,technology (n.),OK,,,"n. 技术, 工业技术, 术语\n[医] 技术学, 工艺学",
teenager,青少年,n.,teenager (n.),OK,,,n. 十三岁到十九岁的少年,
tell,告知,v.,tell (v.),OK,,,"vt. 告诉, 说, 吩咐, 断定, 知道\nvi. 讲述, 泄密, 告发, 表明",
temper,情緒；性情；,n.,temper (n.),OK,,,"n. (钢等的)硬度, 脾气, 心情, 中和剂, 倾向, 回火\nvt. 使回火, 锻炼, 调和, 使缓和\nvi. 回火",
temperature,溫度,n.,temperature (n.),OK,,,"n. 温度, 发烧, 热度\n[化] 温度",
temporarily,暫時,adv.,temporarily (adv.),OK,,,"adv. 暂时, 一时, 临时",
temporary,臨時的；暫,adj.,temporary (adj.),OK,,,"a. 暂时的, 临时的\nn. 临时工, 临时雇员\n[计] 临时",
tenant,房客；承租人,n.,tenant (n.),OK,,,"n. 承租人, 房客, 居住者\nvt. 租借\n[计] 占据者",
tender,嫩的；柔軟的,adj.,tender (adj.),OK,,,"a. 嫩的, 柔软的, 脆弱的, 温柔的, 亲切的, 未成熟的, 微妙的, 棘手的, 审慎的\nvt. 使变嫩, 提供, 偿还\nvi. 变柔软, 投标\nn. 照料, 看管人, 供应船, 小船, 提出, 偿付, 投标",
